Headline,Date,category
"
	            ""Hallo, liebe Menschen!"" – Stuttgart übt die genderneutrale Ansprache
	        ","
			5.08.2020 09:53 Uhr
		",gesellschaft
"
	            Schiedsrichter in England dürfen Spieler wegen Anhustens der Gegner des Feldes verweisen
	        ","
			4.08.2020 18:19 Uhr
		",gesellschaft
"
	            Kassel: Biologieprofessor muss wegen ""beleidigender Aussagen"" über Homosexuelle Geldstrafe zahlen
	        ","
			4.08.2020 09:16 Uhr
		",gesellschaft
"
	            ""Unternehmen in schwarzem Besitz"" – Google führt neues Label ein
	        ","
			3.08.2020 18:23 Uhr
		",gesellschaft
"
	            Corona-Krise: Österreichische Kulturlandschaft vor massiven Einschnitten
	        ","
			3.08.2020 11:24 Uhr
		",gesellschaft
"
	            Corona-Ausschuss: ""Medien verängstigen die Bevölkerung mit Lügen""
	        ","
			31.07.2020 18:49 Uhr
		",gesellschaft
"
	            Falsche Angaben, um Quarantäne zu umgehen: Drei Australierinnen drohen mehrere Jahre Haft
	        ","
			30.07.2020 22:10 Uhr
		",gesellschaft
"
	            Worte, Zahlen, Bilder, ""Nachrichten"" – zur ""verlässlichen Faktenlage"" in der Corona-Krise
	        ","
			30.07.2020 11:45 Uhr
		",gesellschaft
"
	            Vereinte Nationen: Corona-Krise kann für Hunderttausende Kinder den Hungertod bedeuten
	        ","
			28.07.2020 17:56 Uhr
		",gesellschaft
"
	            Corona und ""Sexkaufverbot"": Prostituierten droht Existenzverlust (Video)
	        ","
			27.07.2020 19:57 Uhr
		",gesellschaft
"
	            Vielleicht hilft's ja: Indischer Politiker spricht sich für Tempelbau im Kampf gegen Corona aus
	        ","
			27.07.2020 06:00 Uhr
		",gesellschaft
"
	            Japan: Kunststoffbatterie mit bemerkenswerten Eigenschaften an Mini-U-Boot getestet
	        ","
			26.07.2020 07:00 Uhr
		",gesellschaft
"
	            Wegen übergewichtiger Touristen: Venedig reduziert Kapazität der Gondeln
	        ","
			25.07.2020 09:33 Uhr
		",gesellschaft
"
	            Corona-Ausschuss: ""Ich verstehe nicht, wie Gesundheitsämter solche Maßnahmen veranlassen können""
	        ","
			24.07.2020 19:01 Uhr
		",gesellschaft
"
	            Nach jahrelanger Kritik: NFL-Team aus Washington trennt sich vom Namen Redskins
	        ","
			24.07.2020 17:02 Uhr
		",gesellschaft
"
	            Kasachstan: Polizist springt bei Verfolgung eines Pädophilen aus dem 13. Stockwerk – und überlebt
	        ","
			24.07.2020 12:52 Uhr
		",gesellschaft
"
	            ""Wegen schwulen Charakters"" - Türkei verbietet Netflix Dreharbeiten an neuer Serie
	        ","
			23.07.2020 19:53 Uhr
		",gesellschaft
"
	            Bitcoin-Betrug auf Twitter: Hacker hatten Zugang zu privaten Nachrichten von 36 VIP-Konten
	        ","
			23.07.2020 18:58 Uhr
		",gesellschaft
"
	            ""Nichts in diesen Baracken war legal"": Polizeikaserne in Italien beschlagnahmt, Offiziere verhaftet
	        ","
			23.07.2020 17:45 Uhr
		",gesellschaft
"
	            Aufgeflogen: Madonna erfindet russische Eine-Million-Dollar-Strafe gegen sich
	        ","
			23.07.2020 10:07 Uhr
		",gesellschaft
"
	            Kriminologe Baier zur Frankfurt-Randale: Deutschlands Politik muss die Integrationsprobleme angehen
	        ","
			21.07.2020 18:46 Uhr
		",gesellschaft
"
	            Erste Aufnahmen der Sonne, die bislang noch keiner gesehen hat
	        ","
			20.07.2020 22:44 Uhr
		",gesellschaft
"
	            Elon Musk nach neuer Studie: ""Bevölkerungskollaps ist zweitgrößte Gefahr für die Zivilisation""
	        ","
			20.07.2020 22:14 Uhr
		",gesellschaft
"
	            Pariser Métro wird 120 Jahre alt – Erst umstritten, nun Wahrzeichen
	        ","
			19.07.2020 17:01 Uhr
		",gesellschaft
"
	            IOC-Präsident Thomas Bach: Olympia-Boykott 1980 in Moskau war ein Fehler
	        ","
			19.07.2020 15:16 Uhr
		",gesellschaft
"
	            Interview mit Arzt in New York: Wie COVID-19 das US-Gesundheitssystem sprengte
	        ","
			19.07.2020 14:03 Uhr
		",gesellschaft
"
	            Alles Goya, oder was? Trump macht aus Trotz Werbung für hispanoamerikanische Lebensmittelmarke
	        ","
			19.07.2020 11:37 Uhr
		",gesellschaft
"
	            Zerstückelte Leiche in New York: Polizei nimmt Tatverdächtigen fest
	        ","
			18.07.2020 09:16 Uhr
		",gesellschaft
"
	            Rekordpreis für Weinbeeren in Japan: Rund 30 Trauben für 10.000 Euro
	        ","
			18.07.2020 08:00 Uhr
		",gesellschaft
"
	            Corona-Ausschuss – Wolfgang Wodarg: ""Man findet, was man sucht""
	        ","
			17.07.2020 21:25 Uhr
		",gesellschaft
"
	            75 Jahre nach Potsdamer Konferenz – Hat bereits eine neue Weltordnung begonnen?
	        ","
			17.07.2020 15:01 Uhr
		",gesellschaft
"
	            Zum 35. Jubiläum: Rassismusdebatte um ""Otto - der Film""
	        ","
			17.07.2020 08:02 Uhr
		",gesellschaft
"
	            ""Ein harter Tag für uns"": Hacker nutzen Twitter-Konten von Prominenten für Bitcoin-Betrug
	        ","
			16.07.2020 13:43 Uhr
		",gesellschaft
"
	            Grausiges Verbrechen in New York: Zerstückelte Leiche in Luxuswohnung gibt Polizei Rätsel auf
	        ","
			16.07.2020 11:57 Uhr
		",gesellschaft
"
	            Glücksmuseum in Kopenhagen eröffnet
	        ","
			16.07.2020 06:00 Uhr
		",gesellschaft
"
	            Corona-Krise: Millionäre wollen von ihren Regierungen höher besteuert werden
	        ","
			14.07.2020 09:55 Uhr
		",gesellschaft
"
	            Fake News anno 1814: Was Napoleon nie über die Deutschen gesagt hat
	        ","
			13.07.2020 08:15 Uhr
		",gesellschaft
"
	            War Glinka ein Antisemit? Musikwissenschaftler widerlegen Anschuldigungen deutscher Medien
	        ","
			12.07.2020 12:50 Uhr
		",gesellschaft
"
	            Gesundheitsexperten warnen: Smartphones machen Kinder krank
	        ","
			12.07.2020 07:45 Uhr
		",gesellschaft
"
	            Brotbacken à la française: Ökofeministin setzt auf Düngen von Weizen mit weiblichem Urin
	        ","
			12.07.2020 07:15 Uhr
		",gesellschaft
"
	            Kalifornische Universitätsgewerkschaft fordert allgemeine Segregation und Gebühren nur für Weiße
	        ","
			11.07.2020 07:00 Uhr
		",gesellschaft
"
	            Zerstochene Autoreifen als Kennenlerntaktik: Japanische Polizei verhaftet Mann auf Frauensuche
	        ","
			10.07.2020 10:48 Uhr
		",gesellschaft
"
	            ""Für mehr Meinungsfreiheit in der Debatte"" – Offener Brief von J. K. Rowling und Noam Chomsky
	        ","
			10.07.2020 06:30 Uhr
		",gesellschaft
"
	            Keine Transgender-Rolle: Halle Berry macht Rückzieher nach Kritik
	        ","
			9.07.2020 19:36 Uhr
		",gesellschaft
