Headline,Date,category
"
	            OPEC+-Treffen zu Ölfördermengen aufgeschoben – Ölpreis fällt um 6 Prozent
	        ","
			6.04.2020 13:52 Uhr
		",wirtschaft
"
	            Finanzexperte zu Corona-Krediten vom IWF und Weltbank: ""Länder bitten den Henker um Hilfe"" (Video)
	        ","
			5.04.2020 07:45 Uhr
		",wirtschaft
"
	            Entwicklungsbank: Corona-Pandemie wird mehr als 4 Billionen US-Dollar der Weltwirtschaft vernichten
	        ","
			5.04.2020 07:15 Uhr
		",wirtschaft
"
	            OPEC+ will dringende Sitzung zur Stabilisierung des Ölmarktes abhalten
	        ","
			4.04.2020 11:08 Uhr
		",wirtschaft
"
	            Ziehen die USA den Kürzeren im Ölpreiskrieg?
	        ","
			4.04.2020 07:45 Uhr
		",wirtschaft
"
	            In nur einem Monat: Über zehn Millionen US-Amerikaner verlieren ihre Arbeit
	        ","
			3.04.2020 14:42 Uhr
		",wirtschaft
"
	            Preisverfall in Richtung Kostendeckung: Überproduktion und Nachfrageeinbruch versenken Ölmarkt
	        ","
			3.04.2020 10:51 Uhr
		",wirtschaft
"
	            Erinnerungen an 2008 werden wach: USA droht neue Hypothekenkrise (Video)
	        ","
			2.04.2020 14:12 Uhr
		",wirtschaft
"
	            Corona-Pandemie: Wie Konzerne die Krise ausbeuten (Video)
	        ","
			2.04.2020 06:00 Uhr
		",wirtschaft
"
	            UN: Corona-Krise könnte weltweite Nahrungsmittelknappheit auslösen
	        ","
			1.04.2020 09:27 Uhr
		",wirtschaft
"
	            Trotz US-Sanktionen: Huawei steigert Verkaufszahlen um fast 20 Prozent
	        ","
			1.04.2020 06:15 Uhr
		",wirtschaft
"
	            Talfahrt gebremst: Geplante Energiegespräche zwischen Russland und den USA beruhigen Ölmarkt
	        ","
			31.03.2020 13:33 Uhr
		",wirtschaft
"
	            Auszahlung von Corona-Hilfen an Kleinfirmen soll demnächst beginnen
	        ","
			31.03.2020 06:00 Uhr
		",wirtschaft
"
	            Zunehmende Wirtschaftseinbrüche durch die Corona-Krise sorgen weltweit für fallende Aktienkurse
	        ","
			30.03.2020 20:22 Uhr
		",wirtschaft
"
	            Russischer Ölriese Rosneft gibt wegen US-Sanktionen alle Geschäfte in Venezuela auf
	        ","
			29.03.2020 11:45 Uhr
		",wirtschaft
"
	            Wollen wegen Corona-Krise keine Miete mehr zahlen: Deichmann, H&M und Adidas
	        ","
			29.03.2020 07:00 Uhr
		",wirtschaft
"
	            IWF: Weltwirtschaft auf dem Weg in eine schlimmere Rezession als bei der Weltfinanzkrise
	        ","
			28.03.2020 16:15 Uhr
		",wirtschaft
"
	            Satellitenfirma OneWeb stellt Insolvenzantrag
	        ","
			28.03.2020 09:51 Uhr
		",wirtschaft
"
	            ""Historisches Ausmaß"" – Wirtschaft erwartet schlimmere Corona-Einbußen als angenommen
	        ","
			28.03.2020 07:00 Uhr
		",wirtschaft
"
	            COVID-19 setzt Luftfahrtindustrie unter Druck – Umsatzeinbußen von 90 Prozent an deutschen Flughäfen
	        ","
			27.03.2020 13:08 Uhr
		",wirtschaft
"
	            Experte: COVID-19 für aktuelle Weltwirtschaftskrise nicht allein verantwortlich
	        ","
			25.03.2020 21:43 Uhr
		",wirtschaft
"
	            Große Ölgesellschaften bereiten sich auf Ölpreis von zehn US-Dollar pro Barrel vor
	        ","
			24.03.2020 20:46 Uhr
		",wirtschaft
"
	            Analysten: April 2020 könnte zum schlimmsten Monat für die Ölmärkte in der Geschichte werden
	        ","
			24.03.2020 06:15 Uhr
		",wirtschaft
